Text,Date,Time,Draft,Facebook,Twitter/X,LinkedIn,GBP,Instagram,Pinterest,TikTok,YouTube,Threads,Bluesky,Picture Url 1,Alt text picture 1,Brand name (Optional)
"your shoulders never dropped around him. your stomach knew before your mind did. you were not paranoid. you were not insecure. you were a woman whose body was begging her to leave a man her heart kept defending. trust the tightness in your chest. it has always been smarter than the story you were telling yourself. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#trustyourgut #traumaresponse #leavingabuse #survivor #therewrite",27/06/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-04-what-you-called-love.png,what you called love my body called a warning,
"the comparison is the theft. nobody has your exact combination of experience, damage, and direction. that's not a limitation. that's the whole leverage. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#jayz #nobodybuiltlikeyou #hiphopwisdom #selfdesign #mkparrish",27/06/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-04-nobody-built-like-you.png,remind yourself nobody built like you you design yourself — jay-z,
"the comparison is the theft. nobody has your exact combination of experience, damage, and direction. that's not a limitation. that's the whole leverage. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#jayz #nobodybuiltlikeyou #hiphopwisdom #selfdesign #mkparrish",28/06/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-04-bold-nobody-built-like-you.mp4,remind yourself nobody built like you you design yourself — jay-z,
"not rhetorically. she meant it as a diagnostic. most people are operating on default settings — the career that made sense at 22, the version of themselves that formed under pressure. intention is the rarest luxury. most people never ask the question. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#maryoliver #intentionalliving #wildandprecious #philosophyoflife #mkparrish",28/06/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-05-wild-and-precious.png,tell me what is it you plan to do with your one wild and precious life — mary oliver,
"the women suffering the loudest are often the quietest at brunch. she's funny. she's put together. she's the one who texts back. and she's been crying in her car for eight months and you have no idea. check on the friend who went quiet. believe her the first time. don't ask why she stayed, ask why he hurt her. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#sufferinginsilence #checkonyourstrongfriend #domesticviolenceawareness #therewrite",28/06/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-05-suffering-in-silence.png,she was screaming nobody heard because she did it with her mouth closed,
"flip the script on what you've been taught is logical. the dream isn't the escape. it's the blueprint. reality is just the version of things that hasn't been built yet. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#tupacshakur #dreambig #hiphopphilosophy #buildyourlife #mkparrish",29/06/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-05-dreams-are-for-real.png,reality is wrong dreams are for real — tupac shakur,
"flip the script on what you've been taught is logical. the dream isn't the escape. it's the blueprint. reality is just the version of things that hasn't been built yet. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#tupacshakur #dreambig #hiphopphilosophy #buildyourlife #mkparrish",29/06/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-05-bold-dreams-are-for-real.mp4,reality is wrong dreams are for real — tupac shakur,
"we confuse visibility for power. they are not the same. real power doesn't hoard. it multiplies. the women who changed the rooms i entered weren't the loudest ones. they were the ones who handed the pen to the next person quietly. that is the whole job. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#tonimorrison #realpower #legacy #philosophyoflife #mkparrish",29/06/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-06-the-transfer.png,if you have some power your job is to empower somebody else — toni morrison,
"nobody hands you a leaflet that says abusers can be charming. they can be funny. they can cry. they can make your mother love them. they can hold your hand at a funeral and break your spirit by tuesday. the cognitive dissonance is the cage. the man who hurt you and the man you fell for live in the same body. leaving him means grieving both. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#narcissisticabuse #cognitivedissonance #leavingabuse #therewrite",30/06/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-06-the-lie-of-the-good-ones.png,he wasn't a monster that was the problem monsters are easier to leave,
"it's not a competition. it's a calibration. the life you're building is too intentional to be diluted by people who don't understand the direction. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#tupacshakur #realones #hiphopwisdom #authenticlife #mkparrish",30/06/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-06-the-realest.png,the realest people don't have a lot of friends — tupac shakur,
"it's not a competition. it's a calibration. the life you're building is too intentional to be diluted by people who don't understand the direction. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#tupacshakur #realones #hiphopwisdom #authenticlife #mkparrish",30/06/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-06-bold-the-realest.mp4,the realest people don't have a lot of friends — tupac shakur,
"the approval you are chasing has a price tag you haven't read yet. the version of you that finally gets the validation, the room, the number — she still has to come home to herself. start there. build the interior first. what you find will be harder to take from you. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#epictetus #stoicphilosophy #internalvalidation #philosophyoflife #mkparrish",01/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-07-the-source.png,seek not the good in external things seek it in yourself — epictetus,
"for a long time i lived inside his version of me. crazy. dramatic. too much. not enough. every word he handed me, i wore. then one day i realized the story was still being written. and the pen was never his to hold. you don't have to defend yourself to the people who profited from your silence. you just have to start writing the next page. rebrand your life. rewrite your story. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#rewriteyourstory #rebrandyourlife #survivor #therewrite #mkparrish",01/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-07-the-rewrite.png,he wrote me as the villain so i picked up the pen,
"not vacation. not the trip. the life. oprah built hers in rooms where people told her no. the adventure isn't waiting for permission. it starts when you stop asking for it. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#oprahwinfrey #liveyourdreams #biggestadventure #boldlife #mkparrish",01/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-07-your-biggest-adventure.png,the biggest adventure you can take is to live the life of your dreams — oprah winfrey,
"not vacation. not the trip. the life. oprah built hers in rooms where people told her no. the adventure isn't waiting for permission. it starts when you stop asking for it. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#oprahwinfrey #liveyourdreams #biggestadventure #boldlife #mkparrish",02/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-07-bold-your-biggest-adventure.mp4,the biggest adventure you can take is to live the life of your dreams — oprah winfrey,
"you are not the destination. you are the direction. nietzsche wasn't talking about transit — he was talking about the courage of becoming. not arrived. not finished. not yet recognizable to who you were. five slides on what it means to stay in motion on purpose. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#nietzsche #philosophyoflife #becomingher #growth #mkparrish",02/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-08-a-bridge-not-an-end.png,what is great in a person is that they are a bridge and not an end — nietzsche,
"people will ask why you stayed. fewer will ask what it cost you to leave. you didn't leave because you got strong. you left because there was nothing left of you to bargain with. surviving is not a feeling. it's a decision you make in a kitchen at 2am with shaking hands. and it counts. all of it counts. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#leavingabuse #survivorstories #domesticviolenceawareness #therewrite",02/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-08-the-night-you-left.png,the night i left wasn't brave it was the night i ran out of versions of myself to give him,
"four words. the most useful mantra i know. not 'it'll be easy.' not 'it'll be worth it.' just: we can. that's enough. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#glennondoyle #wecandohardthings #untamed #boldwomen #mkparrish",03/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-08-we-can-do-hard-things.png,we can do hard things — glennon doyle,
"four words. the most useful mantra i know. not 'it'll be easy.' not 'it'll be worth it.' just: we can. that's enough. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#glennondoyle #wecandohardthings #untamed #boldwomen #mkparrish",03/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-08-bold-we-can-do-hard-things.mp4,we can do hard things — glennon doyle,
"your story isn't the wound. your story is what grew through the wound. the parts of you that were broken open became the parts of you that could let something real in. this is not a silver lining. it is a structural truth. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#rumi #thelight #healing #philosophyoflife #therewrite #mkparrish",03/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-09-the-light-comes-in.png,the wound is the place where the light enters you — rumi,
"crazy. dramatic. unstable. too emotional. too much. not enough. those weren't descriptions of you. those were rehearsals of him. you can put down every word he handed you. they were never yours to carry. the woman he tried to convince you you were is not the woman who survived him. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#gaslighting #projection #narcissisticabuse #therewrite",04/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-09-the-words-he-gave-you.png,every cruel name he called you was a confession dressed up as an accusation,
"she won four oscars and lived by this. katharine hepburn did not ask permission. she asked forgiveness — and sometimes not even that. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#katharinehepburn #oldhollywood #breakrules #boldliving #mkparrish",04/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-09-all-the-fun.png,if you obey all the rules you miss all the fun — katharine hepburn,
"she won four oscars and lived by this. katharine hepburn did not ask permission. she asked forgiveness — and sometimes not even that. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#katharinehepburn #oldhollywood #breakrules #boldliving #mkparrish",04/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-09-bold-all-the-fun.mp4,if you obey all the rules you miss all the fun — katharine hepburn,
"the obstacle isn't the detour. it is the path. i have built more leverage from the things that didn't work than the things that did. every no was a redirect. every wall was a map. this is not optimism. this is stoic engineering. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#marcusaurelius #stoicwisdom #obstacles #philosophyoflife #mkparrish",05/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-10-the-way-through.png,the impediment to action advances action what stands in the way becomes the way — marcus aurelius,
"nobody tells you healing is small. it's the night you sleep through. the text you don't answer. the apology you stop waiting for. the meal you eat without explaining yourself. it's not pretty. it's not linear. it's not content. it's a woman, alone in her own kitchen, slowly remembering she is allowed to take up the whole room. ♡ - MK
📚 Every guide in one place — The Vault (complete library) at mkparrish.com/shelf
#healingjourney #aftertheabuse #survivor #therewrite #rewriteyourstory",05/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-10-what-healing-looks-like.png,healing is not a glow-up it's flinching less when someone raises their voice,
"she knew what most people spend a lifetime unlearning. the quirk is the asset. the thing you've been trying to sand down is the very thing that makes you impossible to ignore. ♡ - MK
🎤 Build a brand voice nobody can copy — The Brand Voice Playbook at mkparrish.com/shelf
#marilynmonroe #imperfection #beautyquotes #vintageglamour #mkparrish",05/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-10-absolutely-ridiculous.png,imperfection is beauty madness is genius it's better to be absolutely ridiculous than absolutely boring — marilyn monroe,
"she knew what most people spend a lifetime unlearning. the quirk is the asset. the thing you've been trying to sand down is the very thing that makes you impossible to ignore. ♡ - MK
📚 More where this came from → The Vault at mkparrish.com/shelf
#marilynmonroe #imperfection #beautyquotes #vintageglamour #mkparrish",06/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-10-script-absolutely-ridiculous.mp4,imperfection is beauty madness is genius it's better to be absolutely ridiculous than absolutely boring — marilyn monroe,
"most people skip this step. they want the transformation without the diagnosis. they want the rewrite without reading what was written. clarity is not comfortable. it is prerequisite. ♡ - MK
📖 If this landed — The Reinvention Workbook is the guided version. Read more at mkparrish.com/shelf
#jamesbaldwin #clarity #truth #philosophyoflife #mkparrish",06/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-11-face-it-first.png,not everything that is faced can be changed but nothing can be changed until it is faced — james baldwin,
"gaslighting doesn't start with a lie. it starts with a small correction. that's not what i said. you're remembering it wrong. you're being dramatic. by the time you notice, you've stopped trusting your own memory. you've outsourced your reality to the person breaking you. take it back. one true sentence at a time. ♡ - MK
🤍 For the rebuild: The Reinvention Workbook — a guided companion for becoming new. mkparrish.com/shelf
#gaslighting #emotionalabuse #narcissisticabuse #therewrite #believeyourself",06/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/fifty/post-11-the-memory-test.png,first he rewrote the fight then he rewrote you,
"i've been that girl. wearing the smile like armor while quietly rebuilding behind it. nobody talks about how much strength that takes. ♡ - MK
🔥 Move with your whole chest. Write Yourself Into the Room → mkparrish.com/shelf
#marilynmonroe #strongwomen #resilience #vintagewisdom #mkparrish",07/07/2026,09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/bold/post-11-she-smiled-through-it.png,she was a girl who knew how to be happy even when she was sad — marilyn monroe,
"i've been that girl. wearing the smile like armor while quietly rebuilding behind it. nobody talks about how much strength that takes. ♡ - MK
🔥 The full library lives at mkparrish.com/shelf — start with Write Yourself Into the Room
#marilynmonroe #strongwomen #resilience #vintagewisdom #mkparrish",07/07/2026,13:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/tiktok/post-11-script-she-smiled-through-it.mp4,she was a girl who knew how to be happy even when she was sad — marilyn monroe,
"five slides on the difference. not in the motivational sense — in the structural one. living requires choices. living requires preferences. living requires knowing what you actually want versus what you were handed and kept. most people are running on inherited operating systems. ♡ - MK
✍️ Build a voice that says it like this → Write Yourself Into the Room at mkparrish.com/shelf
#oscarwilde #livingfully #intentionalliving #philosophyoflife #mkparrish",07/07/2026,18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://raw.githubusercontent.com/empathicmk-svg/mkparrish-site/main/output/instagram-editorial/philosophy/post-12-exist-or-live.png,to live is the rarest thing in the world most people exist that is all — oscar wilde,
